Wavelength,5,10,15,20,25,35,45,55
260,-0.12411,-0.23792,-0.28008,-0.27608,-0.37447,-0.48464,-0.5822,-0.76492
259.9,-0.12873,-0.23779,-0.27457,-0.26364,-0.37141,-0.4682,-0.5783,-0.75541
259.8,-0.13259,-0.2375,-0.26903,-0.25316,-0.36809,-0.45344,-0.5749,-0.74752
259.7,-0.13576,-0.2371,-0.2635,-0.24452,-0.36457,-0.4403,-0.57201,-0.74115
259.6,-0.13829,-0.23661,-0.25802,-0.23758,-0.3609,-0.42869,-0.5696,-0.7362
259.5,-0.14026,-0.23606,-0.25264,-0.23222,-0.35714,-0.41856,-0.56766,-0.73256
259.4,-0.14172,-0.23547,-0.24737,-0.2283,-0.35334,-0.40983,-0.56617,-0.73015
259.3,-0.14273,-0.23488,-0.24227,-0.22573,-0.34954,-0.40243,-0.56511,-0.72887
259.2,-0.14333,-0.23431,-0.23736,-0.22437,-0.34579,-0.39629,-0.56447,-0.72864
259.1,-0.14359,-0.23377,-0.23266,-0.22413,-0.34212,-0.39134,-0.56423,-0.72937
259,-0.14354,-0.23329,-0.22821,-0.2249,-0.33857,-0.38753,-0.56438,-0.73099
258.9,-0.14324,-0.23289,-0.22401,-0.22659,-0.33518,-0.38478,-0.5649,-0.7334
258.8,-0.14272,-0.23257,-0.22011,-0.22909,-0.33198,-0.38304,-0.56578,-0.73655
258.7,-0.14203,-0.23236,-0.2165,-0.23233,-0.32899,-0.38224,-0.56699,-0.74035
258.6,-0.1412,-0.23226,-0.2132,-0.23621,-0.32624,-0.38233,-0.56852,-0.74475
258.5,-0.14027,-0.23229,-0.21023,-0.24065,-0.32374,-0.38323,-0.57036,-0.74966
258.4,-0.13927,-0.23245,-0.2076,-0.24558,-0.32153,-0.38491,-0.57248,-0.75504
258.3,-0.13823,-0.23276,-0.20531,-0.25093,-0.3196,-0.3873,-0.57488,-0.76082
258.2,-0.13717,-0.23321,-0.20337,-0.25662,-0.31798,-0.39034,-0.57753,-0.76694
258.1,-0.13613,-0.23381,-0.20178,-0.26258,-0.31668,-0.39399,-0.58042,-0.77336
258,-0.13513,-0.23457,-0.20054,-0.26877,-0.31571,-0.39819,-0.58353,-0.78001
257.9,-0.13419,-0.23549,-0.19966,-0.27512,-0.31507,-0.40289,-0.58685,-0.78685
257.8,-0.13332,-0.23656,-0.19912,-0.28158,-0.31477,-0.40804,-0.59036,-0.79384
257.7,-0.13256,-0.2378,-0.19894,-0.28809,-0.3148,-0.4136,-0.59405,-0.80093
257.6,-0.1319,-0.23918,-0.19909,-0.29462,-0.31518,-0.41952,-0.5979,-0.80808
257.5,-0.13137,-0.24072,-0.19958,-0.30111,-0.3159,-0.42576,-0.60189,-0.81525
257.4,-0.13099,-0.24241,-0.2004,-0.30753,-0.31695,-0.43227,-0.60601,-0.82241
257.3,-0.13075,-0.24424,-0.20153,-0.31385,-0.31833,-0.439,-0.61025,-0.82952
257.2,-0.13067,-0.24621,-0.20297,-0.32002,-0.32003,-0.44593,-0.61459,-0.83655
257.1,-0.13075,-0.24832,-0.20471,-0.32601,-0.32205,-0.45301,-0.61902,-0.84347
257,-0.13102,-0.25055,-0.20672,-0.33181,-0.32437,-0.46021,-0.62352,-0.85027
256.9,-0.13145,-0.25289,-0.209,-0.33738,-0.32699,-0.46748,-0.62808,-0.8569
256.8,-0.13207,-0.25535,-0.21154,-0.3427,-0.32989,-0.4748,-0.63268,-0.86336
256.7,-0.13287,-0.2579,-0.21431,-0.34776,-0.33306,-0.48212,-0.63732,-0.86961
256.6,-0.13386,-0.26055,-0.2173,-0.35254,-0.33648,-0.48943,-0.64199,-0.87565
256.5,-0.13503,-0.26327,-0.22049,-0.35702,-0.34015,-0.49669,-0.64666,-0.88146
256.4,-0.13638,-0.26606,-0.22386,-0.36119,-0.34403,-0.50387,-0.65132,-0.88702
256.3,-0.13791,-0.26891,-0.2274,-0.36505,-0.34813,-0.51095,-0.65598,-0.89232
256.2,-0.13962,-0.27181,-0.23109,-0.36858,-0.35241,-0.5179,-0.66061,-0.89735
256.1,-0.14149,-0.27474,-0.23491,-0.37179,-0.35685,-0.52469,-0.66521,-0.90211
256,-0.14354,-0.2777,-0.23883,-0.37467,-0.36146,-0.53131,-0.66976,-0.90659
255.9,-0.14575,-0.28066,-0.24285,-0.37722,-0.36619,-0.53774,-0.67426,-0.91078
255.8,-0.14811,-0.28363,-0.24693,-0.37944,-0.37103,-0.54395,-0.67869,-0.91468
255.7,-0.15062,-0.28658,-0.25107,-0.38134,-0.37597,-0.54994,-0.68306,-0.91829
255.6,-0.15326,-0.28951,-0.25524,-0.38293,-0.38098,-0.55567,-0.68735,-0.92162
255.5,-0.15604,-0.2924,-0.25942,-0.3842,-0.38604,-0.56115,-0.69156,-0.92465
255.4,-0.15894,-0.29524,-0.26359,-0.38518,-0.39114,-0.56635,-0.69568,-0.92741
255.3,-0.16195,-0.29802,-0.26774,-0.38586,-0.39625,-0.57127,-0.6997,-0.92989
255.2,-0.16507,-0.30073,-0.27184,-0.38627,-0.40135,-0.5759,-0.70362,-0.93209
255.1,-0.16827,-0.30335,-0.27589,-0.38642,-0.40642,-0.58022,-0.70743,-0.93404
255,-0.17157,-0.30588,-0.27985,-0.38631,-0.41146,-0.58424,-0.71114,-0.93573
254.9,-0.175,-0.3084,-0.28399,-0.38625,-0.41641,-0.58832,-0.7147,-0.93735
254.8,-0.17847,-0.31089,-0.28782,-0.38586,-0.4212,-0.59168,-0.71814,-0.93863
254.7,-0.18182,-0.31331,-0.29133,-0.38533,-0.42584,-0.5944,-0.72128,-0.93974
254.6,-0.18511,-0.31541,-0.29437,-0.38448,-0.43023,-0.59667,-0.72409,-0.9407
254.5,-0.18836,-0.31714,-0.29696,-0.38338,-0.43427,-0.59845,-0.72683,-0.94134
254.4,-0.19169,-0.3186,-0.29926,-0.3822,-0.43794,-0.59973,-0.72938,-0.94173
254.3,-0.19505,-0.31984,-0.30144,-0.38095,-0.44138,-0.60056,-0.73177,-0.94184
254.2,-0.19836,-0.32083,-0.30342,-0.3795,-0.44472,-0.60106,-0.73422,-0.94168
254.1,-0.20156,-0.3217,-0.30523,-0.37792,-0.44792,-0.60143,-0.73679,-0.94123
254,-0.20453,-0.32233,-0.30691,-0.37632,-0.45121,-0.60181,-0.73935,-0.94053
253.9,-0.2074,-0.32273,-0.30844,-0.37464,-0.4544,-0.60196,-0.74185,-0.93969
253.8,-0.21015,-0.32295,-0.30982,-0.37307,-0.45735,-0.60205,-0.74423,-0.93887
253.7,-0.21303,-0.32285,-0.3111,-0.37158,-0.46004,-0.60209,-0.74653,-0.93801
253.6,-0.21615,-0.32253,-0.31208,-0.37024,-0.46243,-0.60218,-0.7488,-0.93735
253.5,-0.2194,-0.32219,-0.31283,-0.3691,-0.46446,-0.60235,-0.75115,-0.93695
253.4,-0.22285,-0.32194,-0.31359,-0.36835,-0.46619,-0.60262,-0.75351,-0.93684
